KODE DAN DATA ADMINISTRASI PEMERINTAHAN (PROVINSI, KABUPATEN/KOTA, KECAMATAN, DESA DAN KELURAHAN);;;;;;;;;;
KEPMENDAGRI Nomor 300.2.2 - 2138 TAHUN 2025;;;;;;;;;;
No;Kode Wilayah;Kode_Prov;Kode_Kab;Kode_Kec;Kode_Kel/Desa;Provinsi;Kabupaten/Kota;Kecamatan;Kelurahan/Desa;TIPE
178;11.01.11.2002;11.;11.01.;11.01.11.;11.01.11.2002;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Timur;Paya Peulumat;Desa
179;11.01.11.2003;11.;11.01.;11.01.11.;11.01.11.2003;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Timur;Padang Peulumat;Desa
180;11.01.11.2004;11.;11.01.;11.01.11.;11.01.11.2004;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Timur;Aur Peulumat;Desa
181;11.01.11.2005;11.;11.01.;11.01.11.;11.01.11.2005;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Timur;Limau Saring;Desa
182;11.01.11.2006;11.;11.01.;11.01.11.;11.01.11.2006;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Timur;Beutong;Desa
183;11.01.11.2007;11.;11.01.;11.01.11.;11.01.11.2007;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Timur;Peuneulop;Desa
184;11.01.11.2008;11.;11.01.;11.01.11.;11.01.11.2008;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Timur;Gunung Rotan;Desa
185;11.01.11.2009;11.;11.01.;11.01.11.;11.01.11.2009;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Timur;Keumumu Hilir;Desa
186;11.01.11.2010;11.;11.01.;11.01.11.;11.01.11.2010;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Timur;Keumumu Hulu;Desa
187;11.01.11.2011;11.;11.01.;11.01.11.;11.01.11.2011;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Timur;Keumumu Seberang;Desa
188;11.01.11.2012;11.;11.01.;11.01.11.;11.01.11.2012;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Timur;Sawang Indah;Desa
189;11.01.12.2001;11.;11.01.;11.01.12.;11.01.12.2001;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Barat;Tutong;Desa
190;11.01.12.2002;11.;11.01.;11.01.12.;11.01.12.2002;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Barat;Teungoh Iboh;Desa
191;11.01.12.2003;11.;11.01.;11.01.12.;11.01.12.2003;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Barat;Peulokan;Desa
192;11.01.12.2004;11.;11.01.;11.01.12.;11.01.12.2004;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Barat;Kuta Iboh;Desa
193;11.01.12.2005;11.;11.01.;11.01.12.;11.01.12.2005;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Barat;Ujung Padang;Desa
194;11.01.12.2006;11.;11.01.;11.01.12.;11.01.12.2006;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Barat;Blang Baru;Desa
195;11.01.12.2007;11.;11.01.;11.01.12.;11.01.12.2007;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Barat;Blang Poroh;Desa
196;11.01.12.2008;11.;11.01.;11.01.12.;11.01.12.2008;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Barat;Pulo  Ie;Desa
197;11.01.12.2009;11.;11.01.;11.01.12.;11.01.12.2009;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Barat;Suak Lokan;Desa
198;11.01.12.2010;11.;11.01.;11.01.12.;11.01.12.2010;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Barat;Iku Lhueng;Desa
199;11.01.12.2011;11.;11.01.;11.01.12.;11.01.12.2011;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Barat;Kuta Trieng;Desa
200;11.01.12.2012;11.;11.01.;11.01.12.;11.01.12.2012;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Barat;Pante Geulima;Desa
201;11.01.12.2013;11.;11.01.;11.01.12.;11.01.12.2013;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Barat;Panton Pawoh;Desa
202;11.01.12.2014;11.;11.01.;11.01.12.;11.01.12.2014;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Barat;Batee Meucanang;Desa
203;11.01.12.2015;11.;11.01.;11.01.12.;11.01.12.2015;Aceh;Kabupaten Aceh Selatan;Labuhanhaji Barat;Panton Rubek;Desa
204;11.01.13.2001;11.;11.01.;11.01.13.;11.01.13.2001;Aceh;Kabupaten Aceh Selatan;Kluet Tengah;Koto;Desa
205;11.01.13.2002;11.;11.01.;11.01.13.;11.01.13.2002;Aceh;Kabupaten Aceh Selatan;Kluet Tengah;Alur Keujrun;Desa
206;11.01.13.2003;11.;11.01.;11.01.13.;11.01.13.2003;Aceh;Kabupaten Aceh Selatan;Kluet Tengah;Jambo Papan;Desa
207;11.01.13.2004;11.;11.01.;11.01.13.;11.01.13.2004;Aceh;Kabupaten Aceh Selatan;Kluet Tengah;Malaka;Desa
208;11.01.13.2005;11.;11.01.;11.01.13.;11.01.13.2005;Aceh;Kabupaten Aceh Selatan;Kluet Tengah;Koto Indarung;Desa
209;11.01.13.2006;11.;11.01.;11.01.13.;11.01.13.2006;Aceh;Kabupaten Aceh Selatan;Kluet Tengah;Siurai-Urai;Desa
210;11.01.13.2007;11.;11.01.;11.01.13.;11.01.13.2007;Aceh;Kabupaten Aceh Selatan;Kluet Tengah;Kampung Sawah;Desa
211;11.01.13.2008;11.;11.01.;11.01.13.;11.01.13.2008;Aceh;Kabupaten Aceh Selatan;Kluet Tengah;Kampung Padang;Desa
212;11.01.13.2009;11.;11.01.;11.01.13.;11.01.13.2009;Aceh;Kabupaten Aceh Selatan;Kluet Tengah;Pulo Air;Desa
213;11.01.13.2010;11.;11.01.;11.01.13.;11.01.13.2010;Aceh;Kabupaten Aceh Selatan;Kluet Tengah;Lawe Melang;Desa
214;11.01.13.2011;11.;11.01.;11.01.13.;11.01.13.2011;Aceh;Kabupaten Aceh Selatan;Kluet Tengah;Mersak;Desa
215;11.01.13.2012;11.;11.01.;11.01.13.;11.01.13.2012;Aceh;Kabupaten Aceh Selatan;Kluet Tengah;Simpang Dua;Desa
216;11.01.13.2013;11.;11.01.;11.01.13.;11.01.13.2013;Aceh;Kabupaten Aceh Selatan;Kluet Tengah;Simpang Tiga;Desa
217;11.01.14.2001;11.;11.01.;11.01.14.;11.01.14.2001;Aceh;Kabupaten Aceh Selatan;Kluet Timur;Paya Dapur;Desa
218;11.01.14.2002;11.;11.01.;11.01.14.;11.01.14.2002;Aceh;Kabupaten Aceh Selatan;Kluet Timur;Sapik;Desa
219;11.01.14.2003;11.;11.01.;11.01.14.;11.01.14.2003;Aceh;Kabupaten Aceh Selatan;Kluet Timur;Alai;Desa
220;11.01.14.2004;11.;11.01.;11.01.14.;11.01.14.2004;Aceh;Kabupaten Aceh Selatan;Kluet Timur;Durian Kawan;Desa
221;11.01.14.2005;11.;11.01.;11.01.14.;11.01.14.2005;Aceh;Kabupaten Aceh Selatan;Kluet Timur;Lawe Sawah;Desa
222;11.01.14.2006;11.;11.01.;11.01.14.;11.01.14.2006;Aceh;Kabupaten Aceh Selatan;Kluet Timur;Lawe Buluh Didi;Desa
223;11.01.14.2007;11.;11.01.;11.01.14.;11.01.14.2007;Aceh;Kabupaten Aceh Selatan;Kluet Timur;Pucuk Lembang;Desa
224;11.01.14.2008;11.;11.01.;11.01.14.;11.01.14.2008;Aceh;Kabupaten Aceh Selatan;Kluet Timur;Paya Laba;Desa
225;11.01.14.2009;11.;11.01.;11.01.14.;11.01.14.2009;Aceh;Kabupaten Aceh Selatan;Kluet Timur;Lawe Cimanok;Desa
226;11.01.15.2001;11.;11.01.;11.01.15.;11.01.15.2001;Aceh;Kabupaten Aceh Selatan;Bakongan Timur;Pasie Seubadeh;Desa
227;11.01.15.2002;11.;11.01.;11.01.15.;11.01.15.2002;Aceh;Kabupaten Aceh Selatan;Bakongan Timur;Ladang Rimba;Desa
228;11.01.15.2003;11.;11.01.;11.01.15.;11.01.15.2003;Aceh;Kabupaten Aceh Selatan;Bakongan Timur;Ujong Pulo Rayeuk;Desa
229;11.01.15.2004;11.;11.01.;11.01.15.;11.01.15.2004;Aceh;Kabupaten Aceh Selatan;Bakongan Timur;Sawah Tingkeum;Desa
230;11.01.15.2005;11.;11.01.;11.01.15.;11.01.15.2005;Aceh;Kabupaten Aceh Selatan;Bakongan Timur;Simpang;Desa
231;11.01.15.2006;11.;11.01.;11.01.15.;11.01.15.2006;Aceh;Kabupaten Aceh Selatan;Bakongan Timur;Ujong Pulo Cut;Desa
232;11.01.15.2008;11.;11.01.;11.01.15.;11.01.15.2008;Aceh;Kabupaten Aceh Selatan;Bakongan Timur;Seuleukat;Desa
233;11.01.16.2005;11.;11.01.;11.01.16.;11.01.16.2005;Aceh;Kabupaten Aceh Selatan;Trumon Timur;Pinto Rimba;Desa
234;11.01.16.2006;11.;11.01.;11.01.16.;11.01.16.2006;Aceh;Kabupaten Aceh Selatan;Trumon Timur;Krueng Luas;Desa
235;11.01.16.2007;11.;11.01.;11.01.16.;11.01.16.2007;Aceh;Kabupaten Aceh Selatan;Trumon Timur;Jambo Dalem;Desa
236;11.01.16.2008;11.;11.01.;11.01.16.;11.01.16.2008;Aceh;Kabupaten Aceh Selatan;Trumon Timur;Kapa Sesak;Desa
237;11.01.16.2009;11.;11.01.;11.01.16.;11.01.16.2009;Aceh;Kabupaten Aceh Selatan;Trumon Timur;Seuneubok Punto;Desa
238;11.01.16.2010;11.;11.01.;11.01.16.;11.01.16.2010;Aceh;Kabupaten Aceh Selatan;Trumon Timur;Seuneubok Pusaka;Desa
239;11.01.16.2011;11.;11.01.;11.01.16.;11.01.16.2011;Aceh;Kabupaten Aceh Selatan;Trumon Timur;Alur Bujok;Desa
240;11.01.16.2012;11.;11.01.;11.01.16.;11.01.16.2012;Aceh;Kabupaten Aceh Selatan;Trumon Timur;Titi Poben;Desa
241;11.01.17.2001;11.;11.01.;11.01.17.;11.01.17.2001;Aceh;Kabupaten Aceh Selatan;Kota Bahagia;Buket Gadeng;Desa
242;11.01.17.2002;11.;11.01.;11.01.17.;11.01.17.2002;Aceh;Kabupaten Aceh Selatan;Kota Bahagia;Rambong;Desa
243;11.01.17.2003;11.;11.01.;11.01.17.;11.01.17.2003;Aceh;Kabupaten Aceh Selatan;Kota Bahagia;Seuneubok Keuranji;Desa
244;11.01.17.2004;11.;11.01.;11.01.17.;11.01.17.2004;Aceh;Kabupaten Aceh Selatan;Kota Bahagia;Seuneubok Alur Buloh;Desa
245;11.01.17.2005;11.;11.01.;11.01.17.;11.01.17.2005;Aceh;Kabupaten Aceh Selatan;Kota Bahagia;Ujong Tanoh;Desa
246;11.01.17.2006;11.;11.01.;11.01.17.;11.01.17.2006;Aceh;Kabupaten Aceh Selatan;Kota Bahagia;Ujong Gunong Cut;Desa
247;11.01.17.2007;11.;11.01.;11.01.17.;11.01.17.2007;Aceh;Kabupaten Aceh Selatan;Kota Bahagia;Ujong Gunung Rayeuk;Desa
248;11.01.17.2008;11.;11.01.;11.01.17.;11.01.17.2008;Aceh;Kabupaten Aceh Selatan;Kota Bahagia;Beutong;Desa
249;11.01.17.2009;11.;11.01.;11.01.17.;11.01.17.2009;Aceh;Kabupaten Aceh Selatan;Kota Bahagia;Jambo Keupok;Desa
250;11.01.17.2010;11.;11.01.;11.01.17.;11.01.17.2010;Aceh;Kabupaten Aceh Selatan;Kota Bahagia;Alurduamas;Desa
251;11.01.18.2001;11.;11.01.;11.01.18.;11.01.18.2001;Aceh;Kabupaten Aceh Selatan;Trumon Tengah;Ladang Rimba;Desa
252;11.01.18.2002;11.;11.01.;11.01.18.;11.01.18.2002;Aceh;Kabupaten Aceh Selatan;Trumon Tengah;Gunong Kapho;Desa
253;11.01.18.2003;11.;11.01.;11.01.18.;11.01.18.2003;Aceh;Kabupaten Aceh Selatan;Trumon Tengah;Kampong Teungoh;Desa
254;11.01.18.2004;11.;11.01.;11.01.18.;11.01.18.2004;Aceh;Kabupaten Aceh Selatan;Trumon Tengah;Krueng Batee;Desa
255;11.01.18.2005;11.;11.01.;11.01.18.;11.01.18.2005;Aceh;Kabupaten Aceh Selatan;Trumon Tengah;Pulo Paya;Desa
256;11.01.18.2006;11.;11.01.;11.01.18.;11.01.18.2006;Aceh;Kabupaten Aceh Selatan;Trumon Tengah;Jambo Papeun;Desa
257;11.01.18.2007;11.;11.01.;11.01.18.;11.01.18.2007;Aceh;Kabupaten Aceh Selatan;Trumon Tengah;Cot Bayu;Desa
258;11.01.18.2008;11.;11.01.;11.01.18.;11.01.18.2008;Aceh;Kabupaten Aceh Selatan;Trumon Tengah;Naca;Desa
259;11.01.18.2009;11.;11.01.;11.01.18.;11.01.18.2009;Aceh;Kabupaten Aceh Selatan;Trumon Tengah;Ie Jeureuneh;Desa
260;11.01.18.2010;11.;11.01.;11.01.18.;11.01.18.2010;Aceh;Kabupaten Aceh Selatan;Trumon Tengah;Lhok Raya;Desa
261;11.02.01.2001;11.;11.02.;11.02.01.;11.02.01.2001;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Engkeran;Desa
262;11.02.01.2002;11.;11.02.;11.02.01.;11.02.01.2002;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Rumah Kampung;Desa
263;11.02.01.2004;11.;11.02.;11.02.01.;11.02.01.2004;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Pasir Bangun;Desa
264;11.02.01.2006;11.;11.02.;11.02.01.;11.02.01.2006;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Kubu;Desa
265;11.02.01.2007;11.;11.02.;11.02.01.;11.02.01.2007;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Lawe Kongker;Desa
266;11.02.01.2008;11.;11.02.;11.02.01.;11.02.01.2008;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Kuta Cingkam II;Desa
267;11.02.01.2009;11.;11.02.;11.02.01.;11.02.01.2009;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Muara Baru;Desa
268;11.02.01.2011;11.;11.02.;11.02.01.;11.02.01.2011;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Kuta Batu I;Desa
269;11.02.01.2012;11.;11.02.;11.02.01.;11.02.01.2012;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Kuta Cingkam I;Desa
270;11.02.01.2013;11.;11.02.;11.02.01.;11.02.01.2013;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Kuta Batu II;Desa
271;11.02.01.2014;11.;11.02.;11.02.01.;11.02.01.2014;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Lawe Sempilang;Desa
272;11.02.01.2015;11.;11.02.;11.02.01.;11.02.01.2015;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Prapat Batu Nunggul;Desa
273;11.02.01.2016;11.;11.02.;11.02.01.;11.02.01.2016;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Pulo Sepang;Desa
274;11.02.01.2017;11.;11.02.;11.02.01.;11.02.01.2017;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Rih Mbelang;Desa
275;11.02.01.2018;11.;11.02.;11.02.01.;11.02.01.2018;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Kute Batu Baru;Desa
276;11.02.01.2019;11.;11.02.;11.02.01.;11.02.01.2019;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Darul Amin;Desa
277;11.02.01.2020;11.;11.02.;11.02.01.;11.02.01.2020;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Lawe Lubang Indah;Desa
278;11.02.01.2021;11.;11.02.;11.02.01.;11.02.01.2021;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Batu Hamparan;Desa
279;11.02.01.2022;11.;11.02.;11.02.01.;11.02.01.2022;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Paye Munje;Desa
280;11.02.01.2023;11.;11.02.;11.02.01.;11.02.01.2023;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Pulo Ndadap;Desa
281;11.02.01.2024;11.;11.02.;11.02.01.;11.02.01.2024;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Pasir Nunggul;Desa
282;11.02.01.2025;11.;11.02.;11.02.01.;11.02.01.2025;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Cingkham Mekhanggun;Desa
283;11.02.01.2026;11.;11.02.;11.02.01.;11.02.01.2026;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Pintu Khimbe;Desa
284;11.02.01.2027;11.;11.02.;11.02.01.;11.02.01.2027;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Lawe Kongker Hilir;Desa
285;11.02.01.2028;11.;11.02.;11.02.01.;11.02.01.2028;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Pulo Gadung;Desa
286;11.02.01.2029;11.;11.02.;11.02.01.;11.02.01.2029;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Pasikh Pehkmate;Desa
287;11.02.01.2030;11.;11.02.;11.02.01.;11.02.01.2030;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Pasikh Nunang;Desa
288;11.02.01.2031;11.;11.02.;11.02.01.;11.02.01.2031;Aceh;Kabupaten Aceh Tenggara;Lawe Alas;Deleng Kukusen;Desa
289;11.02.02.2001;11.;11.02.;11.02.02.;11.02.02.2001;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Bukit Merdeka;Desa
290;11.02.02.2002;11.;11.02.;11.02.02.;11.02.02.2002;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Darul Aman;Desa
291;11.02.02.2003;11.;11.02.;11.02.02.;11.02.02.2003;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Lawe Kesumpat;Desa
292;11.02.02.2004;11.;11.02.;11.02.02.;11.02.02.2004;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Lawe Tua Gabungan;Desa
293;11.02.02.2005;11.;11.02.;11.02.02.;11.02.02.2005;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Lawe Sigala II;Desa
294;11.02.02.2006;11.;11.02.;11.02.02.;11.02.02.2006;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Lawe Sigala Timur;Desa
295;11.02.02.2007;11.;11.02.;11.02.02.;11.02.02.2007;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Lawe Sigala Barat;Desa
296;11.02.02.2008;11.;11.02.;11.02.02.;11.02.02.2008;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Suka Damai;Desa
297;11.02.02.2009;11.;11.02.;11.02.02.;11.02.02.2009;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Kute Tengah;Desa
298;11.02.02.2010;11.;11.02.;11.02.02.;11.02.02.2010;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Tanah Baru;Desa
299;11.02.02.2011;11.;11.02.;11.02.02.;11.02.02.2011;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Kedataran Gabungan;Desa
300;11.02.02.2012;11.;11.02.;11.02.02.;11.02.02.2012;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Gabungan Parsaroan;Desa
301;11.02.02.2013;11.;11.02.;11.02.02.;11.02.02.2013;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Lawe Loning Gabungan;Desa
302;11.02.02.2014;11.;11.02.;11.02.02.;11.02.02.2014;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Lawe Loning Aman;Desa
303;11.02.02.2015;11.;11.02.;11.02.02.;11.02.02.2015;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Suka Maju;Desa
304;11.02.02.2016;11.;11.02.;11.02.02.;11.02.02.2016;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Lawe Tua Makmur;Desa
305;11.02.02.2017;11.;11.02.;11.02.02.;11.02.02.2017;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Lawe Tua Persatuan;Desa
306;11.02.02.2018;11.;11.02.;11.02.02.;11.02.02.2018;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Lawe Serke;Desa
307;11.02.02.2019;11.;11.02.;11.02.02.;11.02.02.2019;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Lawe Rakat;Desa
308;11.02.02.2020;11.;11.02.;11.02.02.;11.02.02.2020;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Suka Jaya;Desa
309;11.02.02.2021;11.;11.02.;11.02.02.;11.02.02.2021;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Enmiya Batu Dua Ratus;Desa
310;11.02.02.2022;11.;11.02.;11.02.02.;11.02.02.2022;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Sebungke;Desa
311;11.02.02.2023;11.;11.02.;11.02.02.;11.02.02.2023;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Bukit Sepakat;Desa
312;11.02.02.2024;11.;11.02.;11.02.02.;11.02.02.2024;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Lawe Loning Sepakat;Desa
313;11.02.02.2025;11.;11.02.;11.02.02.;11.02.02.2025;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Lawe Loning I;Desa
314;11.02.02.2026;11.;11.02.;11.02.02.;11.02.02.2026;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Gaya Jaya;Desa
315;11.02.02.2027;11.;11.02.;11.02.02.;11.02.02.2027;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Gelah Musara;Desa
316;11.02.02.2028;11.;11.02.;11.02.02.;11.02.02.2028;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Mulie Dame;Desa
317;11.02.02.2029;11.;11.02.;11.02.02.;11.02.02.2029;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Lawe Loning Hakhapen;Desa
318;11.02.02.2030;11.;11.02.;11.02.02.;11.02.02.2030;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Karya Indah;Desa
319;11.02.02.2031;11.;11.02.;11.02.02.;11.02.02.2031;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Kayu Mbelin;Desa
320;11.02.02.2032;11.;11.02.;11.02.02.;11.02.02.2032;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Lawe Sigala Barat Jaya;Desa
321;11.02.02.2033;11.;11.02.;11.02.02.;11.02.02.2033;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Lawe Pekhidinen;Desa
322;11.02.02.2034;11.;11.02.;11.02.02.;11.02.02.2034;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Kertimbang;Desa
323;11.02.02.2035;11.;11.02.;11.02.02.;11.02.02.2035;Aceh;Kabupaten Aceh Tenggara;Lawe Sigala-Gala;Ndauh Nitenggo;Desa
324;11.02.03.2001;11.;11.02.;11.02.03.;11.02.03.2001;Aceh;Kabupaten Aceh Tenggara;Bambel;Bambel Gabungan;Desa
325;11.02.03.2002;11.;11.02.;11.02.03.;11.02.03.2002;Aceh;Kabupaten Aceh Tenggara;Bambel;Kuta Buluh;Desa
326;11.02.03.2005;11.;11.02.;11.02.03.;11.02.03.2005;Aceh;Kabupaten Aceh Tenggara;Bambel;Lawe Hijo;Desa
327;11.02.03.2006;11.;11.02.;11.02.03.;11.02.03.2006;Aceh;Kabupaten Aceh Tenggara;Bambel;Pinding;Desa
328;11.02.03.2009;11.;11.02.;11.02.03.;11.02.03.2009;Aceh;Kabupaten Aceh Tenggara;Bambel;Terutung Megara Asli;Desa
329;11.02.03.2011;11.;11.02.;11.02.03.;11.02.03.2011;Aceh;Kabupaten Aceh Tenggara;Bambel;Biak Muli;Desa
330;11.02.03.2012;11.;11.02.;11.02.03.;11.02.03.2012;Aceh;Kabupaten Aceh Tenggara;Bambel;Kute Lang-Lang;Desa
331;11.02.03.2013;11.;11.02.;11.02.03.;11.02.03.2013;Aceh;Kabupaten Aceh Tenggara;Bambel;Pedesi;Desa
332;11.02.03.2014;11.;11.02.;11.02.03.;11.02.03.2014;Aceh;Kabupaten Aceh Tenggara;Bambel;Terutung Payung Hulu;Desa
333;11.02.03.2015;11.;11.02.;11.02.03.;11.02.03.2015;Aceh;Kabupaten Aceh Tenggara;Bambel;Terutung Payung Hilir;Desa
334;11.02.03.2016;11.;11.02.;11.02.03.;11.02.03.2016;Aceh;Kabupaten Aceh Tenggara;Bambel;Tualang Sembilar;Desa
335;11.02.03.2017;11.;11.02.;11.02.03.;11.02.03.2017;Aceh;Kabupaten Aceh Tenggara;Bambel;Kuning I;Desa
336;11.02.03.2018;11.;11.02.;11.02.03.;11.02.03.2018;Aceh;Kabupaten Aceh Tenggara;Bambel;Kuning II;Desa
337;11.02.03.2019;11.;11.02.;11.02.03.;11.02.03.2019;Aceh;Kabupaten Aceh Tenggara;Bambel;Cinta Damai;Desa
338;11.02.03.2020;11.;11.02.;11.02.03.;11.02.03.2020;Aceh;Kabupaten Aceh Tenggara;Bambel;Likat;Desa
339;11.02.03.2021;11.;11.02.;11.02.03.;11.02.03.2021;Aceh;Kabupaten Aceh Tenggara;Bambel;Rikit;Desa
340;11.02.03.2023;11.;11.02.;11.02.03.;11.02.03.2023;Aceh;Kabupaten Aceh Tenggara;Bambel;Bambel;Desa
341;11.02.03.2025;11.;11.02.;11.02.03.;11.02.03.2025;Aceh;Kabupaten Aceh Tenggara;Bambel;Lawe Kihing;Desa
342;11.02.03.2026;11.;11.02.;11.02.03.;11.02.03.2026;Aceh;Kabupaten Aceh Tenggara;Bambel;Terutung Seperai;Desa
343;11.02.03.2027;11.;11.02.;11.02.03.;11.02.03.2027;Aceh;Kabupaten Aceh Tenggara;Bambel;Kute Seri;Desa
344;11.02.03.2028;11.;11.02.;11.02.03.;11.02.03.2028;Aceh;Kabupaten Aceh Tenggara;Bambel;Kuta Antara;Desa
345;11.02.03.2029;11.;11.02.;11.02.03.;11.02.03.2029;Aceh;Kabupaten Aceh Tenggara;Bambel;Pulo Perengge;Desa
346;11.02.03.2031;11.;11.02.;11.02.03.;11.02.03.2031;Aceh;Kabupaten Aceh Tenggara;Bambel;Pulo Kendondong;Desa
347;11.02.03.2033;11.;11.02.;11.02.03.;11.02.03.2033;Aceh;Kabupaten Aceh Tenggara;Bambel;Pancakh Iman;Desa
348;11.02.03.2034;11.;11.02.;11.02.03.;11.02.03.2034;Aceh;Kabupaten Aceh Tenggara;Bambel;Biak Muli Baru;Desa
349;11.02.03.2035;11.;11.02.;11.02.03.;11.02.03.2035;Aceh;Kabupaten Aceh Tenggara;Bambel;Biak Muli Pantai Raja;Desa
350;11.02.03.2036;11.;11.02.;11.02.03.;11.02.03.2036;Aceh;Kabupaten Aceh Tenggara;Bambel;Biak Muli Sejahtera;Desa
351;11.02.03.2037;11.;11.02.;11.02.03.;11.02.03.2037;Aceh;Kabupaten Aceh Tenggara;Bambel;Lembah Haji;Desa
352;11.02.03.2038;11.;11.02.;11.02.03.;11.02.03.2038;Aceh;Kabupaten Aceh Tenggara;Bambel;Terutung Payung Gabungan;Desa
353;11.02.03.2039;11.;11.02.;11.02.03.;11.02.03.2039;Aceh;Kabupaten Aceh Tenggara;Bambel;Lawe Hijo Metuah;Desa
